"19.74133","-25.566479","45.009914","61.3394","-19.866526","-15.982496","-18.14535","57.259605","-36.833412","-25.453217"
"10.64448","85.07064","-33.512535","-18.722439","39.50501","-9.599416","-41.28356","-19.201792","25.019499","85.13659"
"-21.254255","-54.035484","-31.995785","-26.420553","-16.24875","-27.525429","68.37965","-3.0307324","36.88722","-54.016586"
"-37.880474","-20.308676","22.558908","-9.284347","-5.1151576","44.749516","-15.139808","-31.767933","-56.349953","-20.32691"
"0.14192979","0.16211642","0.101398036","0.14326742","0.18066396","0.27497306","0.29066598","0.16096263","0.27933303","0.11643824"
"0.18756923","0.15578169","0.29769203","0.18766929","0.19453411","0.17808208","0.23511632","0.2730391","0.15006904","0.25081953"
"0.10089726","0.115352035","0.21693976","0.29384863","0.21279109","0.18627656","0.12247784","0.28365296","0.11538007","0.25629732"
"0.118460335","0.2700929","0.250625","0.15462261","0.1719436","0.28601733","0.11005859","0.101865694","0.19862965","0.20609234"
"0.2513892","0.29695162","0.20678867","0.23795928","0.27185562","0.24458341","0.23245692","0.16184102","0.1964926","0.22073513"
"0.115573905","0.2739738","0.16153835","0.29102114","0.29191893","0.23474969","0.15153484","0.22042468","0.25715166","0.27421242"
